ID Flux;Période;Type de flux;Fixes;Catégorie;Sous-catégorie;Date;Montant;Tags;Description
518;Entreprise;Sortie;Fixe;Transports;Carburant;2025-03-10;57.99000;#gazole;Gazole pour Flash
519;Entreprise;Entrée;Exceptionnel;Aide;CAF;2025-03-10;62.67000;#jsp;Virement inconnu
520;Entreprise;Sortie;Fixe;Transports;Assurance véhicule;2025-03-11;53.62000;#simba;Assurance Simba
521;Entreprise;Sortie;Variable;Esthétique;Coiffeur;2025-03-11;12.00000;#coupe;Coiffure
522;Entreprise;Sortie;Fixe;Cadeau;Don;2025-03-12;10.00000;#don;Don croix-rouge
523;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-03-12;6.72000;#cantine;Cantine Thales
524;Entreprise;Sortie;Exceptionnel;Transports;Garage;2025-03-12;149.06000;#garage;Révision pour Flash
525;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-03-13;16.65000;#kfc;KFC
526;Entreprise;Sortie;Variable;Courses;Fromages;2025-03-14;1.79000;#cheddar;Courses carrefour
527;Entreprise;Sortie;Variable;Courses;Fromages;2025-03-14;2.25000;#chevre;Courses carrefour
528;Entreprise;Sortie;Variable;Courses;Fromages;2025-03-14;2.75000;#cheddar;Courses carrefour
529;Entreprise;Sortie;Variable;Courses;Apéritifs;2025-03-14;1.79000;#chips;Courses carrefour
530;Entreprise;Sortie;Variable;Courses;Pain;2025-03-14;1.29000;#pain #burger;Courses carrefour
531;Entreprise;Sortie;Variable;Courses;Pain;2025-03-14;4.70000;#pizza #2x;Courses carrefour
532;Entreprise;Sortie;Variable;Courses;Viandes;2025-03-14;1.95000;#saucisses;Courses carrefour
533;Entreprise;Sortie;Variable;Courses;Sauces;2025-03-14;2.69000;#algerienne;Courses carrefour
534;Entreprise;Sortie;Variable;Courses;Pain;2025-03-14;2.19000;#pain #chocolat;Courses carrefour
535;Entreprise;Sortie;Variable;Courses;Desserts;2025-03-14;2.29000;#yaourts;Courses carrefour
536;Entreprise;Sortie;Variable;Courses;Légumes;2025-03-14;3.89000;#poelee;Courses carrefour
537;Entreprise;Sortie;Variable;Courses;Légumes;2025-03-14;1.69000;#avocat;Courses carrefour
538;Entreprise;Sortie;Variable;Courses;Soda;2025-03-14;1.89000;#coca;Courses carrefour
539;Entreprise;Sortie;Variable;Courses;Epices;2025-03-14;2.95000;#epices #mexico;Courses carrefour
540;Entreprise;Sortie;Variable;Courses;Epices;2025-03-14;2.95000;#epices #paprika;Courses carrefour
541;Entreprise;Sortie;Variable;Courses;Viandes;2025-03-14;2.39000;#cordon-bleu;Courses carrefour
542;Entreprise;Sortie;Variable;Courses;Viandes;2025-03-14;10.61000;#filets;Courses carrefour
543;Entreprise;Sortie;Variable;Courses;Alcool;2025-03-14;11.25000;#malibu;Courses carrefour
544;Entreprise;Sortie;Variable;Courses;Fruits;2025-03-14;4.47000;#mandarine;Courses carrefour
545;Entreprise;Sortie;Variable;Courses;Légumes;2025-03-14;1.75000;#taboulé;Courses carrefour
546;Entreprise;Sortie;Variable;Courses;Légumes;2025-03-14;0.99000;#onion;Courses carrefour
547;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-03-19;5.96000;#cantine;Cantine Thales
548;Entreprise;Sortie;Variable;Courses;Apéritifs;2025-03-19;1.55000;#chips;Courses carrefour
549;Entreprise;Sortie;Variable;Courses;Fromages;2025-03-19;2.50000;#tome;Courses carrefour
550;Entreprise;Sortie;Variable;Courses;Légumes;2025-03-19;0.99000;#taboulé;Courses carrefour
551;Entreprise;Sortie;Variable;Courses;Sauces;2025-03-19;2.29000;#samourai;Courses carrefour
552;Entreprise;Sortie;Variable;Courses;Fromages;2025-03-19;2.75000;#finger #cheese;Courses carrefour
553;Entreprise;Sortie;Variable;Hygiène;Sanitaire;2025-03-19;4.59000;#PQ #colloc;Courses carrefour
554;Entreprise;Sortie;Variable;Hygiène;Sanitaire;2025-03-19;3.21000;#PQ #remise;Courses carrefour
555;Entreprise;Sortie;Variable;Hygiène;Lessive;2025-03-19;2.23000;#alu;Courses carrefour
556;Entreprise;Sortie;Fixe;Emprunt;Bancaire;2025-03-20;129.43000;#emprunt;Emprunt bancaire mars 2025
557;Entreprise;Sortie;Variable;Courses;Apéritifs;2025-03-21;1.55000;#chips;Courses soirée pizza
558;Entreprise;Sortie;Variable;Courses;Fromages;2025-03-21;2.75000;#cheddar;Courses soirée pizza
559;Entreprise;Sortie;Variable;Courses;Fromages;2025-03-21;1.95000;#masdam;Courses soirée pizza
560;Entreprise;Sortie;Variable;Courses;Alcool;2025-03-21;15.99000;#kronenbour;Courses soirée pizza
561;Entreprise;Sortie;Variable;Courses;Pain;2025-03-21;0.99000;#burger;Courses soirée pizza
562;Entreprise;Sortie;Variable;Courses;Pain;2025-03-21;2.17000;#pizza;Courses soirée pizza
563;Entreprise;Sortie;Variable;Courses;Pain;2025-03-21;2.16000;#pizza;Courses soirée pizza
564;Entreprise;Sortie;Variable;Courses;Desserts;2025-03-21;2.39000;#yaourts;Courses soirée pizza
565;Entreprise;Sortie;Variable;Courses;Légumes;2025-03-21;1.69000;#avocats;Courses soirée pizza
566;Entreprise;Sortie;Variable;Courses;Alcool;2025-03-21;6.79000;#ambre #lea;Courses soirée pizza
567;Entreprise;Sortie;Variable;Courses;Soda;2025-03-21;1.89000;#coca;Courses soirée pizza
568;Entreprise;Sortie;Variable;Courses;Viandes;2025-03-21;2.39000;#cordon bleu;Courses soirée pizza
569;Entreprise;Sortie;Variable;Courses;Viandes;2025-03-21;10.73000;#filets;Courses soirée pizza
570;Entreprise;Sortie;Variable;Courses;Légumes;2025-03-21;0.99000;#onion;Courses soirée pizza
571;Entreprise;Sortie;Variable;Courses;Légumes;2025-03-21;1.75000;#taboulé;Courses soirée pizza
572;Entreprise;Sortie;Variable;Courses;Légumes;2025-03-21;0.53000;#tomate;Courses soirée pizza
573;Entreprise;Sortie;Fixe;Autre;Autre;2025-03-19;2.25000;#jsp;Assurance moyen de paiement
574;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-03-21;26.90000; #pizza;Soirée Pizza
575;Entreprise;Entrée;Exceptionnel;Cadeau;Famille;2025-03-23;250.00000;#cadeau;Cadeau maman pour Flash
576;Entreprise;Entrée;Exceptionnel;Cadeau;Famille;2025-03-24;30.00000;#pneu;Changement Pneu pour Flash
577;Entreprise;Entrée;Exceptionnel;Cadeau;Famille;2025-03-26;2.00000;#jsp;Cotisation mensuelle
578;Entreprise;Sortie;Variable;Courses;Apéritifs;2025-03-25;1.99000;#chips;Courses Carrefour
579;Entreprise;Sortie;Variable;Courses;Fromages;2025-03-25;2.09000;#emmental;Courses Carrefour
580;Entreprise;Sortie;Variable;Courses;Sucrerie;2025-03-25;1.79000;#napolitain;Courses Carrefour
581;Entreprise;Sortie;Variable;Courses;Sauces;2025-03-25;2.29000;#samourai;Courses Carrefour
582;Entreprise;Sortie;Variable;Courses;Fromages;2025-03-25;2.25000;#chevre;Courses Carrefour
583;Entreprise;Sortie;Variable;Transports;Carburant;2025-03-27;58.20000;#Gazole;Gazole pour flash
584;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-03-27;6.80000;#cantine;Cantine Thales
585;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-03-27;20.10000;#KFC;Soirée KFC
586;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-03-27;18.50000;#Burger;Burger Moirans
587;Entreprise;Sortie;Variable;Courses;Viandes;2025-03-29;40.65000;#famille;Courses famille
589;Entreprise;Sortie;Variable;Epargne;Revolut;2025-03-31;76.19000;#reste;Epargne
590;Entreprise;Sortie;Variable;Epargne;Livret A;2025-03-31;100.00000;#reste;Epargne
591;Ecole;Entrée;Fixe;Emploi;Salaire;2025-04-01;1755.14000;#salaire;Salaire Mars 2025
592;Ecole;Sortie;Fixe;Cadeau;Famille;2025-04-01;200.00000;#famille;Cadeau maman et papa
593;Ecole;Sortie;Fixe;Logement;Loyer;2025-04-01;390.00000;#loyer;Loyer Avril 2025
594;Ecole;Sortie;Fixe;Divertissement;Informatique;2025-04-03;313.25000;#iPhone;Darty iPhone
595;Ecole;Entrée;Fixe;Aide;CAF;2025-04-04;230.56000;#caf;Aide CAF
596;Ecole;Sortie;Fixe;Abonnement;Streaming;2025-04-03;13.49000;#netflix;Abonnement Netflix
597;Ecole;Sortie;Fixe;Abonnement;Streaming;2025-04-04;14.26000;#famille;Crevettes pour maman
598;Ecole;Sortie;Fixe;Courses;Viandes;2025-04-05;25.48000;#famille;Courses famille
599;Ecole;Sortie;Fixe;Divertissement;Informatique;2025-04-05;1.75000;#photos;Photos collègues Trixell
600;Ecole;Sortie;Fixe;Transports;Carburant;2025-04-06;51.88000;#gazole;Gazole Flash
601;Ecole;Sortie;Fixe;Transports;Carburant;2025-04-06;12.10000;#autoroute;Trajet Direction SMH
603;Entreprise;Sortie;Fixe;Transports;Autoroute;2025-04-01;12.40000;#autoroute;Trajet Direction Bellegarde (28-03-2025)
604;Entreprise;Sortie;Fixe;Transports;Assurance véhicule;2025-04-07;71.04000;#flash;Assurance Flash Avril 2025
605;Entreprise;Sortie;Variable;Epargne;Revolut;2025-04-07;100.00000;#amazon;Big Commande Amazon accessoires
606;Entreprise;Sortie;Fixe;Abonnement;Streaming;2025-04-09;18.21000;#spotify;Spotify Avril 2025
607;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-04-10;5.38000;#cantine;Cantine stagiaire
608;Entreprise;Sortie;Variable;Esthétique;Coiffeur;2025-04-10;12.00000;#coiffeur;Coiffeur
609;Entreprise;Sortie;Variable;Divertissement;Boulangerie;2025-04-11;8.50000;#croustine;Boulangerie collègues
610;Entreprise;Sortie;Fixe;Transports;Assurance véhicule;2025-04-11;53.62000;#simba;Assurance Simba Avril 2025
611;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-04-11;3.59000;#cantine;Cantine collègues
612;Entreprise;Sortie;Variable;Courses;Lait;2025-04-11;1.11000;#lait;Courses carrefour végé
613;Entreprise;Sortie;Variable;Courses;Lait;2025-04-11;1.11000;#lait;Courses carrefour végé
614;Entreprise;Sortie;Variable;Courses;Féculents;2025-04-11;1.25000;#frites;Courses carrefour végé
615;Entreprise;Sortie;Variable;Courses;Desserts;2025-04-11;2.39000;#yaourts;Courses carrefour végé
616;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-11;2.29000;#pané #végé;Courses carrefour végé
617;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-11;2.29000;#pané #végé;Courses carrefour végé
618;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-11;2.29000;#pané #végé;Courses carrefour végé
619;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-11;3.49000;#poeles #champetre;Courses carrefour végé
620;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-11;0.99000;#champignons;Courses carrefour végé
621;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-11;0.99000;#onions #rouges;Courses carrefour végé
622;Entreprise;Sortie;Variable;Courses;Sauces;2025-04-11;2.29000;#samourai;Courses carrefour végé
623;Entreprise;Sortie;Variable;Courses;Fromages;2025-04-11;2.25000;#chèvre;Courses carrefour végé
624;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-11;1.75000;#taboulé;Courses carrefour végé
625;Entreprise;Sortie;Variable;Courses;Fromages;2025-04-11;2.09000;#emmental;Courses carrefour végé
626;Entreprise;Sortie;Variable;Courses;Pain;2025-04-11;2.55000;#pizza;Courses carrefour végé
627;Entreprise;Sortie;Variable;Courses;Féculents;2025-04-11;2.39000;#gnocchi;Courses carrefour végé
628;Entreprise;Sortie;Variable;Courses;Féculents;2025-04-11;2.39000;#gnocchi;Courses carrefour végé
629;Entreprise;Sortie;Variable;Courses;Fromages;2025-04-11;2.05000;#maasdam;Courses carrefour végé
630;Entreprise;Sortie;Variable;Courses;Fromages;2025-04-11;1.79000;#burger #president;Courses carrefour végé
631;Entreprise;Sortie;Variable;Courses;Sauces;2025-04-11;1.99000;#pesto;Courses carrefour végé
632;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-11;0.96000;#tomates;Courses carrefour végé
633;Entreprise;Sortie;Variable;Courses;Apéritifs;2025-04-11;1.99000;#chips #pesto;Courses carrefour végé
634;Entreprise;Sortie;Variable;Courses;Pain;2025-04-11;0.99000;#pain #burger;Courses carrefour végé
635;Entreprise;Sortie;Variable;Courses;Fromages;2025-04-11;1.75000;#crêpes #fromages;Courses carrefour végé
636;Entreprise;Sortie;Variable;Divertissement;Brasserie;2025-04-14;13.50000;#barathon;Bar avec Rico et Cécile
637;Entreprise;Sortie;Exceptionnel;Divertissement;Restauration;2025-04-14;35.00000;#iut;Gala IUT
638;Entreprise;Sortie;Fixe;Cadeau;Don;2025-04-15;10.00000;#don;Croix-Rouge
639;Entreprise;Sortie;Variable;Transports;Carburant;2025-04-16;62.60000;#gazole;Gazole pour Flash avant Paris
640;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-04-16;5.71000;#cantine;Repas cantine
641;Entreprise;Sortie;Variable;Divertissement;Boulangerie;2025-04-17;3.00000;#café;Café aire de repos
642;Entreprise;Sortie;Variable;Transports;Autoroute;2025-04-16;12.10000;#autoroute;Trajet direction Valserhône
643;Entreprise;Sortie;Variable;Divertissement;Boulangerie;2025-04-19;9.30000;#choco;Pains au chocolat Paris
644;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-04-19;13.70000;#indien;Hot Breads 1st round
645;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-04-19;9.00000;#indien;Hot Breads 2nd round
646;Entreprise;Sortie;Variable;Courses;Café;2025-04-19;2.85000;#nescafe;Courses carrefour Hôtel
647;Entreprise;Sortie;Variable;Courses;Soda;2025-04-19;3.79000;#7up;Courses carrefour Hôtel
648;Entreprise;Sortie;Variable;Courses;Soda;2025-04-19;0.94000;#red #bull;Courses carrefour Hôtel
649;Entreprise;Sortie;Variable;Courses;Soda;2025-04-19;1.45000;#red #bull;Courses carrefour Hôtel
650;Entreprise;Sortie;Variable;Courses;Desserts;2025-04-19;0.99000;#compote;Courses carrefour Hôtel
651;Entreprise;Sortie;Variable;Courses;Sac;2025-04-19;0.25000;#sac;Courses carrefour Hôtel
652;Entreprise;Sortie;Variable;Courses;Lait;2025-04-19;3.78000;#evian;Courses carrefour Hôtel
653;Entreprise;Sortie;Variable;Courses;Desserts;2025-04-21;1.29000;#yaourts;Courses famille Biriyani
654;Entreprise;Sortie;Variable;Courses;Soda;2025-04-21;1.67000;#piles;Courses famille Biriyani
655;Entreprise;Sortie;Variable;Courses;Fruits;2025-04-21;2.89000;#fraises;Courses famille Biriyani
656;Entreprise;Sortie;Variable;Courses;Sauces;2025-04-21;1.79000;#huile;Courses famille Biriyani
657;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-21;1.19000;#echalotte;Courses famille Biriyani
658;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-21;2.69000;#poivrons;Courses famille Biriyani
659;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-21;1.99000;#ail;Courses famille Biriyani
660;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-21;2.24000;#tomates;Courses famille Biriyani
661;Entreprise;Sortie;Variable;Courses;Sucrerie;2025-04-21;2.60000;#BN;Courses famille Biriyani
662;Entreprise;Sortie;Variable;Courses;Sucrerie;2025-04-21;1.83000;#pitch;Courses famille Biriyani
663;Entreprise;Sortie;Variable;Courses;Viandes;2025-04-21;2.88000;#oeufs;Courses famille Biriyani
664;Entreprise;Sortie;Variable;Transports;Autoroute;2025-04-21;12.10000;#autouroute;TRajet direction SMH
665;Entreprise;Sortie;Fixe;Emprunt;Bancaire;2025-04-21;129.43000;#banque;Emprunt
666;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-04-22;12.50000;#burger;Burger Patrick
667;Entreprise;Sortie;Variable;Courses;Desserts;2025-04-22;1.85000;#yaourts;Courses carrefour
668;Entreprise;Sortie;Variable;Courses;Jus;2025-04-22;2.75000;#pulco;Courses carrefour
669;Entreprise;Sortie;Variable;Courses;Desserts;2025-04-22;2.39000;#yaourts;Courses carrefour
670;Entreprise;Sortie;Variable;Courses;Sucrerie;2025-04-22;3.09000;#chocolat;Courses carrefour
671;Entreprise;Sortie;Variable;Courses;Apéritifs;2025-04-22;1.55000;#lays;Courses carrefour
672;Entreprise;Sortie;Variable;Hygiène;Ménage;2025-04-22;1.75000;#deboucheur;Courses carrefour
673;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-04-23;4.21000;#cantine;Cantine Thales
674;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-04-24;27.80000;#au bureau;Bar resto avec les potes Ensimag
675;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-04-24;4.47000;#cantine;Cantine Thales
676;Entreprise;Sortie;Variable;Courses;Lait;2025-04-25;1.11000;#lait;Courses carrefour
677;Entreprise;Sortie;Variable;Courses;Lait;2025-04-25;1.11000;#lait;Courses carrefour
678;Entreprise;Sortie;Variable;Courses;Féculents;2025-04-25;1.25000;#frites;Courses carrefour
679;Entreprise;Sortie;Variable;Courses;Sauces;2025-04-25;2.69000;#algérienne;Courses carrefour
680;Entreprise;Sortie;Variable;Courses;Sauces;2025-04-25;2.79000;#mayo;Courses carrefour
681;Entreprise;Sortie;Variable;Courses;Fromages;2025-04-25;2.09000;#emmental #rapé;Courses carrefour
682;Entreprise;Sortie;Variable;Courses;Fromages;2025-04-25;1.99000;#mimolette;Courses carrefour
683;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-25;0.99000;#champignons;Courses carrefour
684;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-25;0.99000;#champignons;Courses carrefour
685;Entreprise;Sortie;Variable;Courses;Sucrerie;2025-04-25;3.09000;#milka;Courses carrefour
686;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-25;1.75000;#taboulé;Courses carrefour
687;Entreprise;Sortie;Variable;Courses;Fromages;2025-04-25;2.25000;#chèvre;Courses carrefour
688;Entreprise;Sortie;Variable;Courses;Viandes;2025-04-25;7.75000;#cordon-bleu;Courses carrefour
689;Entreprise;Sortie;Variable;Courses;Pain;2025-04-25;1.15000;#burger;Courses carrefour
690;Entreprise;Sortie;Variable;Courses;Fromages;2025-04-25;1.79000;#cheddar;Courses carrefour
691;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-25;0.98000;#tomates;Courses carrefour
692;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-25;1.69000;#avocat;Courses carrefour
693;Entreprise;Sortie;Variable;Courses;Légumes;2025-04-25;1.69000;#avocat;Courses carrefour
694;Entreprise;Sortie;Variable;Courses;Fruits;2025-04-25;0.99000;#banane;Courses carrefour
695;Entreprise;Sortie;Variable;Courses;Viandes;2025-04-25;2.49000;#cordon-bleu;Courses carrefour
696;Entreprise;Sortie;Variable;Courses;Apéritifs;2025-04-25;1.99000;#chips #pesto;Courses carrefour
697;Entreprise;Sortie;Variable;Courses;Desserts;2025-04-25;2.00000;#flan;Courses carrefour
698;Entreprise;Sortie;Variable;Courses;Pain;2025-04-25;2.49000;#pizza;Courses carrefour
699;Entreprise;Sortie;Variable;Courses;Pain;2025-04-25;2.49000;#pizza;Courses carrefour
700;Entreprise;Sortie;Variable;Autre;Autre;2025-04-22;2.25000;#jsp;Assurance moyen de paiement
701;Entreprise;Sortie;Variable;Mode;Haut;2025-04-26;121.98000;#nike;NIke pull tech
702;Entreprise;Sortie;Variable;Autre;Autre;2025-04-25;2.00000;#jsp;Cotisation mensuelle carte
703;Entreprise;Sortie;Variable;Courses;Féculents;2025-04-27;1.29000;#pâtes #tagliatelle;Courses Carrefour
704;Entreprise;Sortie;Variable;Courses;Féculents;2025-04-27;1.29000;#pâtes #tagliatelle;Courses Carrefour
705;Entreprise;Sortie;Variable;Courses;Pain;2025-04-27;2.29000;#pitch;Courses Carrefour
706;Entreprise;Sortie;Variable;Courses;Pain;2025-04-27;2.95000;#sandwhich #sdf;Courses Carrefour
707;Entreprise;Sortie;Variable;Courses;Fromages;2025-04-27;2.25000;#chèvre;Courses Carrefour
708;Entreprise;Sortie;Variable;Courses;Lait;2025-04-27;2.39000;#crème;Courses Carrefour
709;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-04-30;5.37000;#cantine;Cantine THALES
710;Entreprise;Sortie;Variable;Epargne;Revolut;2025-04-30;24.75000;#epargne;Reste mois Avril
711;Entreprise;Entrée;Fixe;Emploi;Salaire;2025-05-02;1721.64000;#salaire;Salaire Avril 2025
712;Entreprise;Sortie;Fixe;Cadeau;Famille;2025-05-02;200.00000;#parents;Cadeau parents
713;Entreprise;Sortie;Fixe;Logement;Loyer;2025-05-02;390.00000;#loyer;Loyer Mai 2025
714;Ecole;Sortie;Exceptionnel;Divertissement;Informatique;2025-05-05;313.25000;#iphone;iPhone
715;Entreprise;Sortie;Fixe;Transports;Carburant;2025-05-02;53.50000;#gazole;Gazole pour Flash
716;Entreprise;Sortie;Fixe;Transports;Carburant;2025-05-02;4.95000;#gazole;Gazole pour Flash (dysfonctionnement)
717;Ecole;Sortie;Fixe;Transports;Assurance véhicule;2025-05-05;71.07000;#assurance;Assurance Flash
718;Entreprise;Sortie;Fixe;Abonnement;Mobile;2025-05-01;0.99000;#icloud;Icloud mai 2025
719;Entreprise;Sortie;Fixe;Abonnement;Streaming;2025-05-03;13.49000;#netflix;Netflix mai 2025
720;Ecole;Entrée;Fixe;Aide;CAF;2025-05-05;230.56000;#caf;Aide CAF
721;Ecole;Sortie;Exceptionnel;Divertissement;Cantine;2025-05-05;10.00000;#crous;Recharche IZLY
722;Entreprise;Sortie;Fixe;Transports;Autoroute;2025-05-02;12.10000;#autoroute;Autoroute direction Valserhône
723;Ecole;Sortie;Exceptionnel;Esthétique;Visage;2025-05-06;48.74000;#rasoir;Rasoir Philips pour papa
724;Ecole;Sortie;Exceptionnel;Divertissement;Brasserie;2025-05-07;35.30000;#finn;Bar OGPLAY
725;Ecole;Sortie;Variable;Courses;Lait;2025-05-05;1.85000;#chantilly;Courses carrefour famille
726;Ecole;Sortie;Variable;Hygiène;Vaisselle;2025-05-05;1.35000;#liquide vaiselle;Courses carrefour famille
727;Ecole;Sortie;Variable;Courses;Lait;2025-05-05;1.69000;#glace;Courses carrefour famille
728;Ecole;Sortie;Variable;Courses;Fromages;2025-05-05;1.99000;#maasdam;Courses carrefour famille
729;Ecole;Sortie;Variable;Courses;Fromages;2025-05-05;1.75000;#cheddar;Courses carrefour famille
730;Ecole;Sortie;Variable;Courses;Pain;2025-05-05;1.69000;#pain de mie;Courses carrefour famille
731;Ecole;Sortie;Variable;Courses;Apéritifs;2025-05-05;1.49000;#lays;Courses carrefour famille
732;Ecole;Sortie;Variable;Courses;Sucrerie;2025-05-05;3.09000;#nutella biscuits;Courses carrefour famille
733;Ecole;Sortie;Variable;Courses;Jus;2025-05-09;2.59000;#orange;Courses carrefour famille
734;Ecole;Sortie;Variable;Courses;Lait;2025-05-09;1.65000;#yaourt;Courses carrefour famille
735;Ecole;Sortie;Variable;Courses;Sucrerie;2025-05-09;4.49000;#mentos;Courses carrefour famille
736;Ecole;Sortie;Variable;Courses;Fromages;2025-05-09;1.79000;#mozza;Courses carrefour famille
737;Ecole;Sortie;Variable;Courses;Soda;2025-05-09;0.68000;#perrier;Courses carrefour famille
738;Ecole;Sortie;Variable;Courses;Soda;2025-05-09;0.68000;#perrier;Courses carrefour famille
739;Ecole;Sortie;Variable;Courses;Lait;2025-05-09;3.25000;#beurre;Courses carrefour famille
740;Ecole;Sortie;Variable;Courses;Sauces;2025-05-09;2.59000;#mayo;Courses carrefour famille
741;Ecole;Sortie;Variable;Courses;Apéritifs;2025-05-09;1.89000;#jsp;Courses carrefour famille
742;Ecole;Sortie;Variable;Courses;Apéritifs;2025-05-09;1.89000;#jsp;Courses carrefour famille
744;Ecole;Sortie;Variable;Esthétique;Shampoing;2025-05-09;2.69000;#dop pomme;Courses carrefour famille
745;Ecole;Sortie;Variable;Courses;Viandes;2025-05-09;1.65000;#oeufs;Courses carrefour famille
746;Ecole;Sortie;Variable;Esthétique;Shampoing;2025-05-09;3.69000;#garnier;Courses carrefour famille
747;Ecole;Sortie;Variable;Courses;Sucrerie;2025-05-09;0.84000;#tartelette;Courses carrefour famille
748;Ecole;Sortie;Variable;Courses;Lait;2025-05-09;6.42000;#lait;Courses carrefour famille
749;Ecole;Sortie;Variable;Courses;Café;2025-05-09;3.19000;#capsule #nespresso;Courses carrefour famille
750;Ecole;Sortie;Variable;Courses;Café;2025-05-09;3.39000;#capsule #nespresso;Courses carrefour famille
751;Ecole;Sortie;Variable;Courses;Café;2025-05-09;3.49000;#capsule #nespresso;Courses carrefour famille
752;Ecole;Sortie;Variable;Divertissement;Bricolage;2025-05-09;30.59000;#action;Courses action (parcorde, pompe etc.)
753;Ecole;Sortie;Variable;Esthétique;Visage;2025-05-09;22.98000;#lunettes;Lunettes de soleil pour maman
754;Ecole;Sortie;Fixe;Abonnement;Streaming;2025-05-09;18.21000;#spotify;Spotify mai 2025
755;Ecole;Sortie;Fixe;Transports;Autoroute;2025-05-11;12.10000;#autoroute;Trajet direction SMH
756;Entreprise;Sortie;Variable;Divertissement;Cantine;2025-05-12;4.10000;#cantine;Cantine Thales
757;Entreprise;Sortie;Variable;Divertissement;Cantine;2025-05-12;40.00000;#cantine;Cantine Thales
758;Entreprise;Sortie;Fixe;Cadeau;Don;2025-05-12;10.00000;#croix-rouge;Cantine Thales
760;Entreprise;Sortie;Variable;Courses;Desserts;2025-05-14;2.39000;#yaourts;Courses carrefour
761;Entreprise;Sortie;Variable;Hygiène;Vaisselle;2025-05-14;1.35000;#liquide;Courses carrefour
762;Entreprise;Sortie;Variable;Courses;Pain;2025-05-14;2.89000;#tortilla;Courses carrefour
763;Entreprise;Sortie;Variable;Courses;Lait;2025-05-14;1.89000;#beurre;Courses carrefour
764;Entreprise;Sortie;Variable;Courses;Viandes;2025-05-14;2.25000;#jambon;Courses carrefour
765;Entreprise;Sortie;Variable;Courses;Légumes;2025-05-14;0.99000;#tomates cerise;Courses carrefour
766;Entreprise;Sortie;Variable;Courses;Pain;2025-05-14;3.05000;#pitch;Courses carrefour
767;Entreprise;Sortie;Variable;Hygiène;Sanitaire;2025-05-14;2.79000;#sopalin;Courses carrefour
768;Entreprise;Sortie;Fixe;Transports;Assurance véhicule;2025-05-12;53.62000;#simba;Assurance Simba LCL
769;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-05-16;12.50000;#mario;Burger Mario audrey et steph
770;Entreprise;Sortie;Variable;Transports;Carburant;2025-05-16;19.99000;#gazole;Gazole pour Flash
771;Entreprise;Sortie;Variable;Courses;Desserts;2025-05-17;2.39000;#yaourts;Courses carrefour
772;Entreprise;Sortie;Variable;Courses;Féculents;2025-05-17;0.80000;#pates;Courses carrefour
773;Entreprise;Sortie;Variable;Courses;Féculents;2025-05-17;0.80000;#pates;Courses carrefour
774;Entreprise;Sortie;Variable;Courses;Légumes;2025-05-17;1.89000;#petit-pois #carottes;Courses carrefour
775;Entreprise;Sortie;Variable;Courses;Légumes;2025-05-17;1.89000;#petit-pois #carottes;Courses carrefour
776;Entreprise;Sortie;Variable;Courses;Légumes;2025-05-17;1.45000;#haricots #rouge;Courses carrefour
777;Entreprise;Sortie;Variable;Courses;Sauces;2025-05-17;2.29000;#samourai;Courses carrefour
778;Entreprise;Sortie;Variable;Courses;Légumes;2025-05-17;2.29000;#steak vege;Courses carrefour
779;Entreprise;Sortie;Variable;Hygiène;Ménage;2025-05-17;2.09000;#javel;Courses carrefour
780;Entreprise;Sortie;Variable;Courses;Légumes;2025-05-17;1.75000;#taboule;Courses carrefour
